nome_site;contato_nome;usuario;cidade;uf;categoria;tags;categoria_imovel;negociacao;contato_fone;contato_whatsapp;contato_instagram;contato_site;contato_desc;card_nome;card_localizacao;card_area;card_area_contruida;descricao;preco;card_imagem_url;card_url;og_title;og_image;og_description;og_status;galeria;data_primeiro_scraper_brasil;data_primeiro_scraper_eua;data_ultimo_scraper_brasil;data_ultimo_scraper_eua;data_expiracao;cidade_sugerida;uf_sugerido
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;Apartamentos;;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Apartamento - Jardim Palmeiras";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>Venha conhecer os belíssimos apartamentos localizados no Jardim Palmeiras, em Paracatu, MG. Com acabamento moderno e com todos os detalhes que você procura: Blindex, Concertina, cozinha americana, energia, esgoto, gesso, granito, iluminação em Led, interfone, pavimentação e piso frio.<br/>Os apartamentos possuem 2 quartos, 1 banheiro, 1 vaga de garagem, sala ambiente e área útil de 50m². Tudo isso por um preço incrível de R$220.000,00 até R$230.000,00.<br/>Não perca essa oportunidade de adquirir o seu novo lar! Entre em contato conosco e agende uma visita. Seu sonho de ter um apartamento moderno e bem localizado está mais próximo do que você imagina. Venha conferir!<br/> <br/>UNIDADES: 101, 201 e 204. BLOCO D<br/><b>Características do Imóvel</b><br/>Status Minha Casa Minha Vida<br/>Referência: 93 973204<br/>Tipo de Imóvel: Residencial » Apartamento<br/>Estágio do Imóvel: Pronto<br/>Quarto(s:) 2<br/>Sala(s:) 1<br/>Banheiro(s:) 1<br/>Vaga(s:) 1<br/>Ano de Construção: 2025<br/>Mobílias: Não Mobiliado<br/>Apartamentos por Andar: 4<br/>Andares por Torre/Bloco: 2<br/>Quantidade de Torres/Blocos: 1<br/>Área Útil: 50.00 m²<br/>Última atualização do imóvel: 16/12/2025 09:48:55<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Acabamento<br/><li>Blindex</li><li>Gesso</li><li>Granito</li><li>Piso Frio</li><br/>Estrutura<br/><li>Concertina</li><li>Cozinha</li><li>Cozinha Americana</li><li>Interfone</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/>Destaques<br/><li>Iluminação em Led</li><br/></ul>";220000;img_f31fc02d3b6f05b7c0b2290770920763.jpg;https://moradoimoveis.com.br/apartamento-com-2-quartos-jardim-palmeiras-paracatu;"Apartamento - Jardim Palmeiras";img_35886174e91c4c35399b456f38727dba.jpg;"Apartamento para em Jardim Palmeiras, Paracatu, Minas Gerais, Apartamento com 2 quartos, jardim palmeiras - paracatu...";ok;img_35886174e91c4c35399b456f38727dba.jpg,img_c748a71986c98382289db066b15f91d7.jpg,img_773638a49c19fde317c12c073d77aa7b.jpg,img_a06c1203aad45b5fc4ac9902d7e88518.jpg,img_3d45ae79da7feccf7d2bd4edab687581.jpg,img_918cffb5f05653bc6a8a36d1fd596f51.jpg,img_c516a40adc31ce2bae1b02c3779624a7.jpg,img_d0bccf9a12e86530d223a5edc466ea65.jpg;"23/06/2026 23:28:48";"2026-06-23 23:28:48";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860128;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;"Lotes e Terrenos";Venda;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Lote/Terreno, Bandeirantes - Paracatu";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>🏡 Procurando o lugar ideal para construir a casa dos seus sonhos? Este terreno no bairro Bandeirantes, em Paracatu, MG, tem tudo o que você precisa!<br/>✨ Com infraestrutura completa, incluindo água, energia, esgoto e pavimentação, este lote de 300m2 é o cenário perfeito para o seu novo lar. Localizado em uma área tranquila e de fácil acesso, aqui você terá toda a comodidade e segurança que sua família merece.<br/>💰 Por apenas R$ 230.000,00, você garante esse terreno incrível e começa a construir um futuro repleto de alegrias. Aproveite esta oportunidade única e invista no seu bem-estar!<br/>📲 Entre em contato conosco para mais informações e agende uma visita. O terreno dos seus sonhos está esperando por você! 🌟 #ImóveisParaVenda #BandeirantesParacatuMG #LoteTerrenoResidencial<br/><b>Características do Imóvel</b><br/>Referência: 173 1811828<br/>Tipo de Imóvel: Residencial » Lote/Terreno<br/>Área Útil: 300.00 m²<br/>Largura dos Fundos: 12.00 m<br/>Largura da Frente: 12.00 m<br/>Comprimento da Direita: 25.00 m<br/>Comprimento da Esqueda: 25.00 m<br/>Última atualização do imóvel: 17/03/2026 15:50:15<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";230000;img_05d9e42c1effbda742c490f4d634a088.jpg;https://moradoimoveis.com.br/lote/terreno-bandeirantes-paracatu;"Lote/Terreno, Bandeirantes - Paracatu";img_fda95ff68d2c10ec6f48653a6098c266.jpg;"Lote/Terreno para venda em Bandeirantes, Paracatu, Minas Gerais, Lote/terreno, bandeirantes - paracatu...";ok;img_fda95ff68d2c10ec6f48653a6098c266.jpg;"23/06/2026 23:28:50";"2026-06-23 23:28:50";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860130;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;Casas;;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Casa com 2 quartos em Jardim Palmeiras, Paracatu - R$ 250.000,00";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>Apresentamos a Casa no Jardim Palmeiras, uma excelente oportunidade para quem busca um lar prático e bem localizado em Paracatu. Este imóvel compacto oferece tudo o que você precisa para viver com conforto e qualidade.<br/>Com uma configuração de 2 quartos e 1 banheiro, esta residência é ideal para famílias pequenas ou para quem deseja um espaço aconchegante. Cada ambiente foi pensado para proporcionar funcionalidade e bem-estar.<br/>Entre os detalhes que tornam esta casa ainda mais especial, destacamos:<br/><ul><br/><li>Acabamentos de qualidade: Gesso e granito que conferem elegância e durabilidade.</li><br/><li>Ambientes bem iluminados: A utilização de Blindex permite uma iluminação natural agradável.</li><br/><li>Infraestrutura completa: Água, energia e esgoto disponíveis, garantindo praticidade no seu dia a dia.</li><br/><li>Pavimentação e piso frio: Proporcionam conforto e facilidade na manutenção.</li><br/></ul><br/>Com um preço acessível de R$ 250.000,00, esta casa no Jardim Palmeiras é uma excelente escolha para quem valoriza um bom investimento em um imóvel bem acabado.<br/>Não perca a oportunidade de conhecer este imóvel que pode ser o seu novo lar. Agende uma visita e venha conferir de perto tudo o que esta casa tem a oferecer!<br/><b>Características do Imóvel</b><br/>Referência: 180 1869378<br/>Tipo de Imóvel: Residencial » Casa<br/>Estágio do Imóvel: Em Construção<br/>Quarto(s:) 2<br/>Sala(s:) 1<br/>Banheiro(s:) 1<br/>Vaga(s:) 1<br/>Área Útil: 50.00 m²<br/>Terreno: 100.00 m²<br/>Largura dos Fundos: 5.00 m<br/>Largura da Frente: 5.00 m<br/>Comprimento da Direita: 20.00 m<br/>Comprimento da Esqueda: 20.00 m<br/>Última atualização do imóvel: 17/03/2026 16:33:33<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Acabamento<br/><li>Blindex</li><li>Gesso</li><li>Granito</li><li>Piso Frio</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";250000;img_320aa3cff982abbc213a21d16ae35469.jpg;https://moradoimoveis.com.br/casa-jardim-palmeiras2qs;"Casa com 2 quartos em Jardim Palmeiras, Paracatu - R$ 250.000,00";img_a9a9dbefb025d96733708a613a411da3.jpg;"Descubra esta casa compacta e bem acabada em Jardim Palmeiras. Uma excelente oportunidade por R$ 250.000! Agende sua visita agora!";ok;img_a9a9dbefb025d96733708a613a411da3.jpg,img_2908b7a6e31fc9aa25a3bd2c6f20f9d3.jpg,img_9f02475cd8c87b1a5b50930f8b7c1f4e.jpg,img_d8657b8244194055fcf1e056fe6bf451.jpg,img_8f406dae84c852ea85a666cf89bf8560.jpg,img_098e6df879ad918ae4210dd4e3d96d67.jpg,img_12b554e6d27cb8a51c4d093baf39fde1.jpg;"23/06/2026 23:28:51";"2026-06-23 23:28:51";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860131;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;Kitnet;;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Kitnet no Prado-Paracatu";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>🏡 Linda Kitnet no coração de Paracatu! 🌟<br/>Localizada na Rua Euridamas Avelino de Barros, esta incrível Kitnet é o lugar perfeito para quem busca conforto e praticidade. Com 1 quarto, 1 banheiro, 1 vaga de garagem e uma sala aconchegante, você terá tudo o que precisa em um único lugar.<br/>Com uma área total de 38m2 e área útil do mesmo tamanho, este imóvel é ideal para quem busca um espaço compacto e funcional. Além disso, está localizado em uma região tranquila e de fácil acesso, próximo a comércios e serviços.<br/>Não perca a oportunidade de morar em um lugar aconchegante e com tudo o que você precisa! Entre em contato conosco e agende uma visita. Seja bem-vindo ao seu novo lar! 🏡💫<br/>Contato: (XX) XXXX-XXXX.<br/><b>Características do Imóvel</b><br/>Referência: 137 1278419<br/>Tipo de Imóvel: Residencial » Kitnet<br/>Estágio do Imóvel: Em Construção<br/>Quarto(s:) 1<br/>Sala(s:) 1<br/>Banheiro(s:) 1<br/>Vaga(s:) 1<br/>Área Total: 38.00 m²<br/>Área Útil: 38.00 m²<br/>Última atualização do imóvel: 23/04/2026 10:02:20<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Acabamento<br/><li>Blindex</li><li>Gesso</li><li>Granito</li><li>Porcelanato Acetinado</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";250000;img_fefbadd0420fe00f43fbb09423cf83bf.jpg;https://moradoimoveis.com.br/kitnet;"Kitnet no Prado-Paracatu";img_e8a32f51409979a5abc70f15d790f0e9.jpg;"Kitnet para venda em Prado, Paracatu, Minas Gerais, Kitnet - prado 🏡 Linda Kitnet no coração de Paracatu! 🌟Localizada na Rua Euridamas Avelino de Barros, esta incrível Kitnet é o lugar perfeito para quem busca conforto e praticidade. Com 1 quarto...";ok;img_e8a32f51409979a5abc70f15d790f0e9.jpg,img_7b8197bc5d2f0e37ba34d8b8a3951322.jpg,img_3f1278452973d197860df2e6a2f21c2e.jpg,img_7d9c57c8d83138a17583ee8bc5aaceea.jpg,img_085f5ffd3cffa6e517595fa1ad478263.jpg,img_82f3703a55b779b3bdad12059e6bed71.jpg,img_29c6c7737f010de91ace3d3a2005c120.jpg,img_9a4780b52642720955b5d1bdf26a791f.jpg,img_fdcf515f371d8a19c05ccae86195b89b.jpg,img_e255b2f34c031ed963788266573646ed.jpg;"23/06/2026 23:28:52";"2026-06-23 23:28:52";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860132;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;Kitnet;Aluguel;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Kitnet - Centro";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>🚨 OPORTUNIDADE ÚNICA 🚨<br/>Se você está procurando praticidade, conforto e economia… olha essa KITNET 👇<br/>✨ Apenas 1 vaga disponível<br data-start=""135"" data-end=""138"">💰 Aluguel: R$ 1.518,00<br data-start=""161"" data-end=""164"">📦 Condomínio: R$ 200,00 (já incluso água, energia e internet 😱)<br/>E não para por aí… 👇<br data-start=""256"" data-end=""259"">🏢 O prédio ainda conta com área comum, trazendo mais comodidade pra sua rotina!<br/>🔥 Ideal pra quem quer morar bem, gastando pouco e com tudo incluso!<br/>⚠️ Corre porque é a última unidade e pode sair a qualquer momento!<br/>📲 Para mais informações:<br data-start=""512"" data-end=""515"">Dita Rocha | Corretora<br data-start=""541"" data-end=""544"">Morado Imóveis – Paracatu<br data-start=""569"" data-end=""572"">📞 (38) 99920-2501<br/>#kitnet #aluguelparacatu #oportunidade #morarbem #paracatumg #imoveis #moradoimoveis #vempramoradoseu #últimaunidade<br/><b>Características do Imóvel</b><br/>Referência: 187 1907568<br/>Tipo de Imóvel: Residencial » Kitnet<br/>Estágio do Imóvel: Pronto<br/>Sala(s:) 1<br/>Banheiro(s:) 1<br/>Vaga(s:) 1<br/>Última atualização do imóvel: 22/04/2026 10:24:49<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Acabamento<br/><li>Blindex</li><li>Gesso</li><br/>Estrutura<br/><li>Cozinha</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";1518;img_a86c4fbf44822f401f1d0bdfa06aa029.jpg;https://moradoimoveis.com.br/kit-net;"Kitnet - Centro";img_8421151a2f63e82c056569189a546ffc.jpg;"Kitnet para aluguel, Kit net 🚨 OPORTUNIDADE ÚNICA 🚨 Se você está procurando praticidade, conforto e economia… olha essa KITNET 👇 ✨ Apenas 1 vaga disponível💰 Aluguel: R$ 1.518,00📦 Condomínio: R$ 200,00 (já incluso água, energia e...";ok;img_8421151a2f63e82c056569189a546ffc.jpg,img_c017270aedaf95b388ad571c767f4468.jpg,img_c4bb43e14caeb54d09388bcde76c388e.jpg,img_dbb89e371eb4eca0ed0106fcb1908b7e.jpg,img_8d70808a5223bf89a1c929683aa495f9.jpg,img_caef50eec466705951b9818c1b3644e8.jpg,img_c8054957d863d577ec4978419aa17ae1.jpg,img_903ecadbfe65eb01c0054f4c33d398ac.jpg,img_fbd05eb8d49b56abbbef4590105764b1.jpg,img_6d1f69e419a8af4fa8798d0c4536ffb5.jpg;"23/06/2026 23:28:53";"2026-06-23 23:28:53";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860133;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;"Salas Comerciais";Aluguel;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Sala Comercial - Centro";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>Oportunidade de Locação no Centro da Cidade!<br/>Salas comerciais modernas, com flexibilidade total para você escolher o tamanho ideal do seu negócio.<br/>✔️ Espaços amplos e bem iluminados<br/>✔️ Localização estratégica no centro<br/>✔️ Ideal para escritórios, consultórios ou empresas<br/>✔️ Estrutura nova e pronta para uso<br/>💰 A partir de 1 salário mínimo<br/>📍 Garanta já o seu espaço e leve seu negócio para o próximo nível!<br/>📲 Entre em contato e agende uma visita. (38)99920-2501<br/><b>Características do Imóvel</b><br/>Referência: 186 1907554<br/>Tipo de Imóvel: Comercial » Escritório<br/>Estágio do Imóvel: Pronto<br/>Sala(s:) 1<br/>Banheiro(s:) 2<br/>Última atualização do imóvel: 22/04/2026 10:25:20<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Serviços Próximos<br/><li>Avenida</li><li>Açougue</li><li>Lojas</li><br/>Acabamento<br/><li>Blindex</li><li>Gesso</li><br/>Estrutura<br/><li>Cozinha</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";1518;img_46294a2ea424f0fa2dd0675203531afe.jpg;https://moradoimoveis.com.br/locacao-centro-da-ciadae;"Sala Comercial - Centro";img_9ed2611bab660b91dcb38e7d956757fa.jpg;"Escritório para aluguel em Centro, Paracatu, Locação centro da ciadae Oportunidade de Locação no Centro da Cidade! Salas comerciais modernas, com flexibilidade total para você escolher o tamanho ideal do seu negócio. ✔️ Espaços amplos e bem...";ok;img_9ed2611bab660b91dcb38e7d956757fa.jpg,img_e470905c9a73ae32449e034e4f8d6d5a.jpg,img_cd811e906a219251034a0c75e76ad527.jpg,img_2484fc37f99ac2734ca1796644b4add4.jpg,img_31e2540e390f023cca712e1b428fc7fc.jpg,img_6d844a3c05a3a63345d8b9acbdc187a5.jpg,img_5b792d78cae769046b76a6ce8bc7302b.jpg,img_350a22f5807800cbc9658cc6622ee204.jpg,img_61b11b9a461aa8c19b08cd29354a9f53.jpg;"23/06/2026 23:28:55";"2026-06-23 23:28:55";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860135;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;Apartamentos;;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Apartamento com 3 Quartos";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>🏡 Seu novo lar dos sonhos está te esperando!<br/>Este lindo apartamento, localizado na área nobre da cidade, possui todas as comodidades que você deseja: área de serviço, blindex nos banheiros, cerca elétrica, closet espaçoso, garagem coberta, gesso rebaixado, acabamento em granito, iluminação em LED, interfone, lavabo, porcelanato polido e portão eletrônico.<br/>Com 3 quartos, sendo 1 suíte, e 3 banheiros, este imóvel amplo e arejado vai te proporcionar todo o conforto e qualidade de vida que você merece. A sala é espaçosa e perfeita para receber amigos e familiares.<br/>Localizado em uma área tranquila e com fácil acesso a comércios, escolas e transportes públicos, este apartamento é perfeito para quem busca praticidade e bem-estar.<br/>Não perca essa oportunidade única! Agende agora mesmo a sua visita e garanta o seu futuro lar por apenas R$460.000,00 até R$500.000,00.<br/>Entre em contato conosco para mais informações e surpreenda-se com a qualidade e conforto deste imóvel incrível! 🌟<br/><b>Características do Imóvel</b><br/>Referência: 171 1798115<br/>Tipo de Imóvel: Residencial » Apartamento<br/>Estágio do Imóvel: Pronto<br/>Quarto(s:) 3 (sendo 1 suíte)<br/>Sala(s:) 1<br/>Banheiro(s:) 3<br/>Vaga(s:) 1 ~ 2<br/>Mobílias: Não Mobiliado<br/>Área Útil: 94.00 m²<br/>Última atualização do imóvel: 03/06/2026 09:48:01<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Acabamento<br/><li>Blindex</li><li>Gesso Rebaixado</li><li>Granito</li><li>Porcelanato Polido</li><br/>Estrutura<br/><li>Cerca Elétrica</li><li>Garagem Coberta</li><li>Interfone</li><li>Lavabo</li><li>Área de Serviço</li><br/>Destaques<br/><li>Closet</li><li>Iluminação em Led</li><li>Portão Eletrônico</li><br/></ul>";2000;img_fc96548e278cb402e43f85396a7544c5.jpg;https://moradoimoveis.com.br/apartamento-com-3-quartos;"Apartamento com 3 Quartos";img_eba9581393202709256f5727f77f547e.jpg;"Apartamento para venda, Apartamento com 3 quartos...";ok;img_eba9581393202709256f5727f77f547e.jpg,img_5f3d88dda2707b34c48d257ec465085b.jpg,img_afedad36c445f3d2b1f30462a4b96786.jpg,img_dd07103f7a119df95335c9c2e6ff390b.jpg,img_fd5c6e72bea504c2bf33a320f7a18163.jpg,img_784c8aa345f3a0f2aa343ca11154856d.jpg,img_8eaa7a7d18a735cff580f07a18729a31.jpg,img_182fc0bb999af01152b93c3d3f5d65cc.jpg,img_ed41824de4586036b7ffcd93317c4d93.jpg,img_7fa897b65657624828cfe2fb6edce9bd.jpg;"23/06/2026 23:28:56";"2026-06-23 23:28:56";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860136;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;"Barracoes e Galpões";;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Barracão Comercial - Amoreiras II";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>🚨 OPORTUNIDADE IMPERDÍVEL EM PARACATU! 🚨<br/>Barracão disponível no bairro Amoreira II, ideal para o seu negócio crescer com estrutura e segurança!<br/>📐 368m² de área total<br data-start=""245"" data-end=""248"">🏢 Escritório pronto para uso<br data-start=""277"" data-end=""280"">🚻 Banheiros<br data-start=""292"" data-end=""295"">🔒 Cerca elétrica para mais segurança<br data-start=""332"" data-end=""335"">🚪 Portão eletrônico<br data-start=""355"" data-end=""358"">📦 Amplo espaço interno para diversas atividades<br/>✨ Perfeito para empresas, depósitos, oficinas ou investimento!<br/>Não perca essa chance de garantir um espaço estratégico para o seu negócio!<br/>📲 Fale comigo agora mesmo: (38) 99920-2501<br data-start=""598"" data-end=""601"">Dita | Morado Imóveis<br/><b>Características do Imóvel</b><br/>Referência: 182 1881446<br/>Tipo de Imóvel: Industrial » Galpão<br/>Estágio do Imóvel: Pronto<br/>Área Total: 378.00 m²<br/>Área Útil: 255.00 m²<br/>Largura dos Fundos: 12.00 m<br/>Largura da Frente: 12.00 m<br/>Última atualização do imóvel: 22/04/2026 10:27:41<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Destaques<br/><li>Alarme</li><li>Portão Eletrônico</li><br/>Estrutura<br/><li>Cerca Elétrica</li><li>Cozinha</li><li>Garagem Coberta</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";5000;img_fb016d40acb1a6ff7f8255cdaba1d672.jpg;https://moradoimoveis.com.br/barracao-amoreiras-2;"Barracão Comercial - Amoreiras II";img_326d17d2f5463b73f4369bb2c6ac3813.jpg;"Galpão para venda e aluguel em Paracatu, Minas Gerais, Barracão amoreiras 2 🚨 OPORTUNIDADE IMPERDÍVEL EM PARACATU! 🚨 Barracão disponível no bairro Amoreira II, ideal para o seu negócio crescer com estrutura e segurança! 📐 368m² de área...";ok;img_326d17d2f5463b73f4369bb2c6ac3813.jpg,img_e01ef4a3a1db1d84a4e187072d4d5cdb.jpg,img_6d7508e3fa7a1e81cd69eb3002600c39.jpg,img_43e6fdb6910485072876ea6d6b65a9a2.jpg,img_3d4ac69cc81f64d8651853327b060f0f.jpg,img_03c10554f44e7f74bae811d6fb04dbaf.jpg,img_d39c5d4fcfc7c99d339b3216c4b18e6b.jpg,img_58faeb4f08c8aa21ab41ed2aa563fa47.jpg,img_d425eb494f40c1eda3c433cc6695186b.jpg,img_df32675ac69f1e3d5cde117fa4e753e3.jpg;"23/06/2026 23:28:57";"2026-06-23 23:28:57";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860137;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;"Lotes e Terrenos";;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"LOTE - SANTA LÚCIA";"Paracatu, MG";;;"<b>Características do Imóvel</b><br/>Referência: 117 1256132<br/>Tipo de Imóvel: Residencial » Lote/Terreno<br/>Estágio do Imóvel: Terreno<br/>Terreno: 356.41 m²<br/>Última atualização do imóvel: 23/01/2026 14:08:29<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";250000;img_f0a9ef18965ac4b410c7090566aeed2e.jpg;https://moradoimoveis.com.br/lote-santa-lucia;"LOTE - SANTA LÚCIA";img_9bf0e1d09e8b93fd0c6515576b359e21.jpg;"Lote/Terreno para venda em Santa Lúcia, Lote - santa lúcia...";ok;img_9bf0e1d09e8b93fd0c6515576b359e21.jpg,img_7e490fbeb6e0b064d324ea28dbc32e5c.jpg;"23/06/2026 23:29:01";"2026-06-23 23:29:01";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860141;;
"Morado Imóveis";;imoveisunai;Paracatu;MG;;;Casas;;"(38) 99856-5306";"(38) 99856-5306";;https://moradoimoveis.com.br;;"Casa com 2 quartos e 1 suíte em Jardim Palmeiras, Paracatu - R$ 275.000,00";"Paracatu, MG";;;"<b>Descrição do Imóvel</b><br/>Apresentamos uma oportunidade única para você que deseja adquirir um novo lar em Jardim Palmeiras, Paracatu. Esta encantadora casa está em fase de construção e será entregue em aproximadamente 10 meses, oferecendo a chance de personalizar seu novo espaço desde o início.<br/>Com uma configuração inteligente e aconchegante, a casa conta com:<br/><ul><br/><li>2 Quartos, sendo 1 suíte, proporcionando conforto e privacidade para você e sua família.</li><br/><li>1 Banheiro, ideal para atender às necessidades do dia a dia.</li><br/></ul><br/>Além de sua excelente distribuição, o imóvel se destaca por suas características de qualidade, incluindo:<br/><ul><br/><li>Água e Esgoto instalados, assegurando praticidade no seu cotidiano.</li><br/><li>Energia elétrica disponível para um lar sempre iluminado.</li><br/><li>Acabamentos em Gesso e Granito, que conferem elegância e sofisticação aos ambientes.</li><br/><li>Piso frio em todas as áreas, promovendo conforto térmico.</li><br/><li>Blindex nas janelas, garantindo segurança e estética.</li><br/><li>Pavimentação ao redor da casa, proporcionando fácil acesso e manutenção.</li><br/></ul><br/>Com um valor de R$ 275.000,00, esta é a oportunidade perfeita para você que busca um lar moderno e funcional, em uma localização privilegiada.<br/>Não perca a chance de garantir seu futuro lar! Entre em contato conosco e agende uma visita para conhecer mais sobre este projeto incrível. 🏡✨<br/><b>Características do Imóvel</b><br/>Referência: 178 1869190<br/>Tipo de Imóvel: Residencial » Casa<br/>Estágio do Imóvel: Breve Lançamento<br/>Quarto(s:) 2 (sendo 1 suíte)<br/>Sala(s:) 1<br/>Banheiro(s:) 1<br/>Vaga(s:) 1 ~ 2<br/>Área Útil: 58.00 m²<br/>Terreno: 100.00 m²<br/>Última atualização do imóvel: 17/03/2026 15:49:12<br/><b>Detalhes do Imóvel</b><br/><ul><br/>Acabamento<br/><li>Blindex</li><li>Gesso</li><li>Granito</li><li>Piso Frio</li><br/>Básico<br/><li>Energia</li><li>Esgoto</li><li>Pavimentação</li><li>Água</li><br/></ul>";275000;img_e659be0776e14d495455d89c46130a63.jpg;https://moradoimoveis.com.br/casa-jardim-palmeiras-2q;"Casa com 2 quartos e 1 suíte em Jardim Palmeiras, Paracatu - R$ 275.000,00";img_5e9ca04147545e2d474bed4d02caa773.jpg;"Casa à venda no Jardim Palmeiras por R$ 275.000,00. Uma oportunidade imperdível! Entre em contato e agende sua visita! 🏡💰";ok;img_5e9ca04147545e2d474bed4d02caa773.jpg;"23/06/2026 23:29:02";"2026-06-23 23:29:02";"23/06/2026 23:29:07";"2026-06-23 23:29:07";1784860142;;
